clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
3,1581,0,0,0,1,0,0,1,0,0,0,0,0,-0.6327455790121446,-0.7417881583929478,0.7129069378083949,-0.559695400036917,-0.5007225043883449,-0.6218036258104771
6,1207,0,0,0,1,0,0,0,0,1,0,0,0,-0.7799037803871977,0.3103853259795094,0.25493892388167644,-0.8537066868960699,-0.7453224617035953,-0.7939066748138807
2,3007,0,0,1,0,0,1,0,0,0,0,0,0,-0.08615797390480462,-0.39106366360212874,-0.203029090045042,0.12633093596777245,0.13523738463130708,0.09529241170370624
4,17393,0,0,0,1,0,0,1,0,0,0,0,0,1.658717842399396,-0.39106366360212874,0.25493892388167644,1.5607496385230333,1.4968438136862023,1.5294844867320736
5,2545,0,0,1,0,0,0,1,0,0,0,0,0,-0.6117229788157084,-0.7417881583929478,0.25493892388167644,-0.4884199365559102,-0.46810917674631136,-0.5787778635596258
3,9738,0,0,0,1,0,1,0,0,0,0,0,0,0.9229268355241306,-1.7238167438072451,0.25493892388167644,1.1509157235072447,1.0973305500712927,0.9271238152201597
5,2093,0,0,1,0,0,0,0,1,0,0,0,0,-0.6117229788157084,0.5909649218121636,-0.203029090045042,-0.5686048329720435,-0.5007225043883449,-0.4927263390579237
3,1573,0,1,0,0,0,0,0,1,0,0,0,0,-0.44354217724421924,1.222269012435637,-1.1189651178984787,-0.38150674133440077,-0.3131958704466523,-0.22022984480253407
5,876,0,0,1,0,0,0,0,1,0,0,0,0,-0.9060393815658145,-0.8820779563092774,1.1708749517351131,-0.9695293150527057,-0.8757757722717291,-1.0377193275687036
1,4238,0,1,0,0,0,0,0,1,0,0,0,0,0.46042963120253527,1.4327037093101265,-2.0349011457519155,0.6430780462050714,0.5102906525146914,0.7837046077173223
1,3986,0,0,0,0,1,0,1,0,0,0,0,0,0.22918102904173768,-0.8820779563092774,0.7129069378083949,0.4648893875025544,0.4858306567831661,0.38213082670937987
3,4744,0,0,0,1,0,0,0,0,0,0,1,0,0.6496330329704608,-2.4252657333888834,1.1708749517351131,0.9816364977398533,0.8445772608455341,0.6116015587139187
2,7810,0,0,1,0,0,0,0,0,0,1,0,0,0.8598590349348221,-0.6014983604766232,-0.6609971039717604,1.0261836624154823,0.9750305714136679,0.9558076567207264
3,596,0,0,0,0,1,0,0,0,1,0,0,0,-0.9691071821551229,-1.022367754225607,-1.5769331318251971,-1.076442510274216,-0.9654624232873213,-1.1524546935709723
6,4458,0,0,1,0,0,0,0,1,0,0,0,0,-0.21229357508342164,0.3103853259795094,-0.203029090045042,-0.03403885686449244,-0.0033692578473349106,0.023582807952288162
6,1422,0,0,1,0,0,0,0,1,0,0,0,0,-0.7799037803871977,0.38053022493766925,-1.1189651178984787,-0.7646123575448117,-0.729015797882579,-0.7365389918127466
2,714,0,0,0,0,1,0,1,0,0,0,0,0,-0.9691071821551229,1.222269012435637,-1.1189651178984787,-1.1298991078849714,-1.0633024062134209,-1.0233774068184196
3,768,0,0,1,0,0,0,1,0,0,0,0,0,-1.0111523825479953,-0.25077386568580406,-0.6609971039717604,-1.1477179737552228,-1.0877624019449461,-1.1811385350715398
2,451,0,0,1,0,0,0,0,0,0,0,0,1,-0.9060393815658145,0.3103853259795094,-2.0349011457519155,-0.9873481809229577,-0.8757757722717291,-0.9373258823167174
1,3105,0,0,0,1,0,0,0,0,0,1,0,0,0.2081584288453015,-1.5133820469327508,0.7129069378083949,0.5718025827240646,0.40429733767808285,0.31042122295796115
2,544,0,1,0,0,0,0,1,0,0,0,0,0,-1.0321749827444313,1.222269012435637,-0.203029090045042,-1.299178333652362,-1.1611423891395212,-1.1667966143212563
2,3685,0,0,1,0,0,1,0,0,0,0,0,0,0.08202282766668449,0.45067512389583403,-0.203029090045042,0.2599724299946604,0.27384402710994904,0.3391050644585285
3,4887,1,0,0,0,0,0,0,0,1,0,0,0,0.4394070310060991,1.8535731030591154,0.25493892388167644,0.4559799545674287,0.3553773462150323,0.6546273209647695
3,999,0,0,0,1,0,0,1,0,0,0,0,0,-0.82194898078007,-0.3209187646439689,0.25493892388167644,-0.8447972539609442,-0.8187024488981705,-0.8943001200658668
3,850,0,0,0,0,1,1,0,0,0,0,0,0,-0.842971580976506,1.222269012435637,-0.203029090045042,-0.9962576138580834,-0.8757757722717291,-0.8512743578150154
3,404,0,0,0,0,1,0,1,0,0,0,0,0,-1.1583105839230483,1.0819792145193075,1.1708749517351131,-1.5486424558358858,-1.3975890145442635,-1.439293108576646
3,1787,0,0,1,0,0,1,0,0,0,0,0,0,-0.6117229788157084,0.029805730146850177,-1.1189651178984787,-0.5686048329720435,-0.47626250865681957,-0.535752101308775
3,745,0,0,1,0,0,0,1,0,0,0,0,0,-0.9691071821551229,0.45067512389583403,-1.5769331318251971,-1.120989674949845,-1.0225357466608793,-1.066403169069271
2,6476,0,0,1,0,0,0,0,0,0,1,0,0,0.9649720359170029,-0.040339168811309646,0.25493892388167644,1.0796402600262378,0.9424172437716344,1.0418591812224278
5,2893,0,0,1,0,0,0,0,0,1,0,0,0,-0.19127097488698547,-0.18062896672763926,-0.203029090045042,-0.007310558059114696,0.004784074063173271,-0.0194429542985632
3,5632,0,0,1,0,0,0,0,0,0,1,0,0,0.6496330329704608,1.572993507226456,0.25493892388167644,0.6965346438158261,0.5836706397092665,0.8840980529693083
5,597,0,0,0,0,1,0,1,0,0,0,0,0,-1.137287983726612,0.5909649218121636,0.25493892388167644,-1.4862764252900045,-1.3323623592601967,-1.4106092670760786
2,4679,1,0,0,0,0,0,0,1,0,0,0,0,0.418384430809663,-3.68787391463583,1.1708749517351131,0.7856289731670849,0.7467372779194337,0.29607930220767775
2,2442,0,0,1,0,0,0,0,0,0,0,1,0,-0.023090173315496114,-0.11048406776947446,-0.203029090045042,0.17978753357852795,0.20861737182588214,0.19568585695569232
5,2479,0,0,1,0,0,0,1,0,0,0,0,0,-0.5486551782263999,0.09995062910501498,-1.347949124861838,-0.46169163775053323,-0.40288252146224446,-0.449700576807073
2,462,0,0,0,0,1,0,0,0,1,0,0,0,-1.0321749827444313,-0.18062896672763926,0.7129069378083949,-1.2457217360416073,-1.1122223976764716,-1.2385062180726745
6,10463,0,0,0,0,1,0,1,0,0,0,0,0,0.418384430809663,0.6611098207703285,-1.5769331318251971,0.5539837168538132,0.5265973163357077,0.6546273209647695
3,1359,0,0,1,0,0,0,0,0,0,1,0,0,-0.5486551782263999,0.09995062910501498,-0.6609971039717604,-0.4438727718802811,-0.3947291895517363,-0.42101673530650563
3,5633,0,0,0,0,1,0,1,0,0,0,0,0,0.418384430809663,1.222269012435637,-0.6609971039717604,0.5628931497889389,0.46952399296214975,0.6976530832156208
2,2832,0,0,0,1,0,0,0,0,1,0,0,0,0.018955027077376223,0.8715445176448179,1.1708749517351131,0.1174215030326468,0.05370406552622308,0.19568585695569232
2,2283,0,0,0,1,0,0,0,0,1,0,0,0,-0.19127097488698547,0.38053022493766925,-0.6609971039717604,-0.042948289799618095,-0.07674924504191,-0.0194429542985632
6,3082,0,0,1,0,0,0,1,0,0,0,0,0,-0.4225195770477831,0.1700955280631798,-1.7143235360032114,-0.3013218449182675,-0.2479692151625854,-0.26325560705338547
1,11149,0,0,1,0,0,0,1,0,0,0,0,0,1.658717842399396,0.38053022493766925,-1.1189651178984787,1.5518402055879077,1.4479238222231519,1.615536011233775
1,3298,0,0,0,0,1,1,0,0,0,0,0,0,0.22918102904173768,0.6611098207703285,0.7129069378083949,0.37579505815129627,0.38799067385706576,0.4825242719613653
1,2351,0,0,0,1,0,0,0,1,0,0,0,0,-0.14922577449411312,-0.8820779563092774,-0.203029090045042,0.09069320422726906,0.0455507336157149,-0.03378487504884656
1,2398,0,0,1,0,0,0,1,0,0,0,0,0,-0.1702483746905493,0.38053022493766925,-1.5769331318251971,0.010508307811136607,0.029244069794698537,0.06660857020313889
6,17192,0,0,0,1,0,1,0,0,0,0,0,0,0.8598590349348221,-1.1626575521419316,0.7129069378083949,1.0885496929613634,0.9261105799506173,0.8840980529693083
2,891,0,0,1,0,0,0,0,0,0,1,0,0,-0.7799037803871977,-0.7417881583929478,-1.5769331318251971,-0.6933368940638049,-0.6719424745090202,-0.7795647540635973
4,874,0,0,0,0,1,0,0,0,0,0,0,1,-0.716835979797889,0.5208200228539989,0.25493892388167644,-0.7735217904799374,-0.6719424745090202,-0.6935132295618952
3,645,0,0,1,0,0,0,0,1,0,0,0,0,-1.0111523825479953,0.2402404270213446,-0.203029090045042,-1.2368123031064815,-1.1122223976764716,-1.1954804558218237
1,507,0,0,0,1,0,1,0,0,0,0,0,0,-0.9691071821551229,-0.8119330573511125,1.1708749517351131,-1.120989674949845,-0.9899224190188458,-1.1667966143212563
6,1044,0,0,0,1,0,0,1,0,0,0,0,0,-0.9480845819586868,-0.5313534615184583,0.25493892388167644,-1.0853519432093424,-0.9654624232873213,-1.1094289313201215
3,14217,0,0,0,0,1,0,0,1,0,0,0,0,1.5115596410243428,1.222269012435637,-0.203029090045042,1.3291043822097617,1.26039718828146,1.5294844867320736
2,6183,0,0,1,0,0,0,0,1,0,0,0,0,0.4814522313989715,0.2402404270213446,-0.6609971039717604,0.6787157779455747,0.5836706397092665,0.6976530832156208
4,3016,0,0,0,1,0,0,1,0,0,0,0,0,-0.21229357508342164,0.029805730146850177,0.25493892388167644,-0.02512942392936679,0.004784074063173271,-0.005101033548279199
1,562,0,0,0,0,1,0,0,0,0,1,0,0,-0.8639941811729421,0.45067512389583403,0.7129069378083949,-1.0318953455985869,-0.8920824360927455,-0.9516678030670015
4,2079,0,0,1,0,0,0,0,1,0,0,0,0,-0.5276325780299637,-0.39106366360212874,-0.6609971039717604,-0.3636878754641487,-0.3784225257307192,-0.42101673530650563
3,480,0,0,0,0,1,0,1,0,0,0,0,0,-1.1583105839230483,-0.3209187646439689,-0.203029090045042,-1.5040952911602568,-1.356822354991722,-1.511002712328064
2,9788,0,0,1,0,0,0,0,0,0,0,1,0,1.5956500418100874,0.5208200228539989,-1.5769331318251971,1.5251119067825298,1.325623843565527,1.5581683282326404
2,12779,0,1,0,0,0,0,1,0,0,0,0,0,1.5536048414172152,1.4327037093101265,-0.203029090045042,1.4003798456907677,1.3011638478340015,1.615536011233775
2,738,0,1,0,0,0,1,0,0,0,0,0,0,-0.82194898078007,1.1521241134774722,-1.1189651178984787,-0.9428010162473287,-0.8350091127191875,-0.8082485955641646
4,15105,0,0,1,0,0,0,0,0,0,1,0,0,2.100192446524555,0.38053022493766925,-0.6609971039717604,1.8280326265768083,1.6436037880753525,1.8593486639885974
1,3064,0,0,1,0,0,0,0,1,0,0,0,0,-0.002067573119059946,-0.25077386568580406,-0.6609971039717604,0.224334698254157,0.15154404845232344,0.16700201545512497
4,774,0,0,1,0,0,1,0,0,0,0,0,0,-1.0321749827444313,0.09995062910501498,-2.0349011457519155,-1.227902870171355,-1.0959157338554544,-1.1954804558218237
3,658,0,0,0,0,1,0,1,0,0,0,0,0,-1.0531975829408677,0.38053022493766925,-0.203029090045042,-1.3080877665874884,-1.1774490529605384,-1.2528481388229584
3,1998,0,0,0,0,1,1,0,0,0,0,0,0,-0.4855873776370916,-0.25077386568580406,-0.6609971039717604,-0.354778442529023,-0.30504253853614416,-0.36364905230537087
4,7042,0,1,0,0,0,0,0,0,1,0,0,0,0.7127008335597689,1.1521241134774722,0.25493892388167644,0.7767195402319593,0.7548906098299418,0.9558076567207264
4,8202,0,0,1,0,0,0,0,0,1,0,0,0,0.670655633166897,-0.18062896672763926,-0.6609971039717604,0.8569044366480918,0.8038106012929924,0.841072290718457
5,922,1,0,0,0,0,0,0,0,0,1,0,0,-0.990129782351559,2.344587395766254,0.7129069378083949,-1.1922651384308518,-1.1611423891395212,-1.009035486068136
2,5671,0,0,0,1,0,0,0,0,0,1,0,0,1.0490624367027475,0.8013996186866531,1.1708749517351131,1.0796402600262378,0.9261105799506173,1.1565945472246972
3,1984,0,0,1,0,0,0,1,0,0,0,0,0,-0.46456477744065544,-0.4612085625602935,-0.203029090045042,-0.2924124119831419,-0.2887358747151278,-0.3493071315550875
1,4092,0,0,0,1,0,0,0,1,0,0,0,0,0.7757686341490774,-1.3029473500582613,0.7129069378083949,0.9638176318696019,0.909803916129601,0.7980465284676056
1,1318,0,1,0,0,0,1,0,0,0,0,0,0,-0.5696777784228361,1.5028486082682913,-1.1189651178984787,-0.53296710123154,-0.5251825001198701,-0.3923328938059383
1,17127,0,0,0,1,0,1,0,0,0,0,0,0,2.814960853203384,-1.3730922490164261,0.7129069378083949,2.371508035619485,2.1328037027058535,2.1031613167434196
3,1558,0,0,1,0,0,0,0,0,0,1,0,0,-0.4855873776370916,-0.11048406776947446,-1.1189651178984787,-0.354778442529023,-0.3131958704466523,-0.36364905230537087
3,446,0,0,1,0,0,0,0,0,0,0,0,1,-0.9480845819586868,-0.25077386568580406,-1.1189651178984787,-1.0586236444039645,-0.9573090913768124,-1.066403169069271
1,4038,0,0,0,1,0,0,0,0,1,0,0,0,0.4394070310060991,0.029805730146850177,0.25493892388167644,0.5807120156591902,0.5021373206041831,0.5685757964630673
2,2990,0,0,0,1,0,1,0,0,0,0,0,0,0.061000227470248324,-0.3209187646439689,0.25493892388167644,0.2599724299946604,0.20861737182588214,0.2100277777059757
2,1154,0,0,1,0,0,0,0,0,0,1,0,0,-0.6327455790121446,0.3103853259795094,-2.0349011457519155,-0.6042425647125468,-0.49256917247783666,-0.535752101308775
4,6797,0,1,0,0,0,1,0,0,0,0,0,0,0.46042963120253527,1.993862900975435,0.25493892388167644,0.42925165576205093,0.4369106653201163,0.7119950039659042
4,1134,0,0,1,0,0,0,0,0,0,0,0,1,-0.6327455790121446,-0.25077386568580406,0.25493892388167644,-0.53296710123154,-0.5333358320303783,-0.5644359428093424
3,3384,0,0,1,0,0,1,0,0,0,0,0,0,-0.08615797390480462,-0.39106366360212874,-0.203029090045042,0.1530592347731502,0.11893072081028998,0.09529241170370624
3,4588,0,0,0,0,1,0,0,0,0,1,0,0,0.2081584288453015,0.38053022493766925,0.7129069378083949,0.3490667593459185,0.34722401430452415,0.4108146682099472
2,728,0,0,0,0,1,1,0,0,0,0,0,0,-0.990129782351559,0.9416894166029828,-1.1189651178984787,-1.1922651384308518,-1.1122223976764716,-1.1094289313201215
1,3553,0,0,1,0,0,0,0,0,0,0,1,0,0.5024748315954076,0.09995062910501498,-0.6609971039717604,0.6876252108807004,0.5755173077987583,0.6833111624653362
2,14037,0,0,1,0,0,0,0,0,0,0,0,1,2.625757451435458,-1.022367754225607,1.1708749517351131,2.1665910781115905,2.034963719779754,2.017109792241718
1,13940,0,0,0,0,1,0,0,0,1,0,0,0,2.541667050649713,-0.3209187646439689,1.1708749517351131,2.086406181695458,1.9778903964061951,2.0601355544925695
4,872,0,0,0,1,0,0,0,1,0,0,0,0,-1.0321749827444313,0.029805730146850177,1.1708749517351131,-1.2011745713659783,-1.1366823934079968,-1.209822376572107
1,876,0,0,0,1,0,1,0,0,0,0,0,0,-0.82194898078007,0.1700955280631798,0.25493892388167644,-0.8537066868960699,-0.8187024488981705,-0.8512743578150154
2,4949,0,0,0,0,1,0,0,0,1,0,0,0,0.5655426321847161,0.9416894166029828,0.7129069378083949,0.6698063450104491,0.5755173077987583,0.7693626869670389
4,610,0,0,1,0,0,0,0,0,0,1,0,0,-0.990129782351559,0.5909649218121636,-0.6609971039717604,-1.2011745713659783,-1.079609070034438,-1.138112772820689
1,4576,0,0,0,0,1,0,1,0,0,0,0,0,0.418384430809663,-0.8119330573511125,1.1708749517351131,0.5272554180484355,0.5347506482462167,0.4538404304607979
2,626,0,0,0,1,0,1,0,0,0,0,0,0,-0.9691071821551229,-0.39106366360212874,0.25493892388167644,-1.1298991078849714,-1.0225357466608793,-1.1524546935709723
5,2727,0,0,0,1,0,0,1,0,0,0,0,0,-0.38047437665491074,-0.7417881583929478,1.1708749517351131,-0.20331808263188378,-0.25612254707309434,-0.32062329005452017
4,877,0,0,0,1,0,0,0,0,1,0,0,0,-0.842971580976506,-0.3209187646439689,1.1708749517351131,-0.96061988211758,-0.8431624446296957,-0.9660097238172848
7,1114,0,0,0,1,0,0,0,0,0,1,0,0,-0.990129782351559,0.1700955280631798,0.25493892388167644,-1.1744462725606004,-1.1040690657659633,-1.1667966143212563
2,2482,0,0,0,0,1,0,0,0,1,0,0,0,-0.19127097488698547,1.0819792145193075,-0.203029090045042,-0.0785860215401215,-0.11751590459445234,0.023582807952288162
1,16881,0,0,0,1,0,0,0,1,0,0,0,0,2.541667050649713,-0.3209187646439689,1.6288429656618317,2.1131344805008347,1.8474370858380613,2.002767871491435
7,1116,0,0,1,0,0,0,0,0,1,0,0,0,-0.9480845819586868,0.38053022493766925,-1.1189651178984787,-1.0853519432093424,-1.014382414750371,-1.0520612483189868
6,2232,0,0,0,1,0,0,0,0,0,1,0,0,-0.38047437665491074,0.09995062910501498,0.25493892388167644,-0.22113694850213508,-0.23166255134156905,-0.22022984480253407
3,658,0,0,1,0,0,0,1,0,0,0,0,0,-1.0531975829408677,-1.0925126531837668,-0.203029090045042,-1.227902870171355,-1.1122223976764716,-1.3102158218240931
2,4497,0,0,0,0,1,1,0,0,0,0,0,0,0.2081584288453015,0.38053022493766925,0.25493892388167644,0.35797619228104416,0.33907068239401594,0.4108146682099472
2,687,0,1,0,0,0,0,1,0,0,0,0,0,-0.842971580976506,1.222269012435637,0.25493892388167644,-0.9695293150527057,-0.8757757722717291,-0.8369324370647321
2,732,0,0,0,1,0,1,0,0,0,0,0,0,-1.0321749827444313,0.2402404270213446,0.25493892388167644,-1.2546311689767329,-1.1774490529605384,-1.2385062180726745
1,408,0,0,0,1,0,0,0,0,1,0,0,0,-1.0321749827444313,-1.022367754225607,0.7129069378083949,-1.2368123031064815,-1.1203757295869796,-1.3102158218240931
4,10071,0,0,1,0,0,0,0,0,1,0,0,0,1.0700850368991837,-0.18062896672763926,-0.203029090045042,1.1776440223126214,1.0402572266977341,1.1279107057241307
1,14426,0,0,0,0,1,0,0,0,0,1,0,0,2.541667050649713,0.8013996186866531,-1.1189651178984787,2.041859017019828,1.9126637411221283,2.1892128412451224
1,4418,0,0,0,0,1,0,0,0,0,1,0,0,0.733723433756205,-0.25077386568580406,0.25493892388167644,0.8569044366480918,0.8201172651140087,0.841072290718457
1,12981,0,0,0,0,1,1,0,0,0,0,0,0,2.0581472461316825,0.5208200228539989,-0.203029090045042,1.8013043277714307,1.676217115717386,1.8880325054891653
1,807,0,0,1,0,0,0,0,0,1,0,0,0,-0.716835979797889,-0.4612085625602935,-0.203029090045042,-0.6844274611286792,-0.5985624873144452,-0.7078551503121793
2,7362,0,0,0,1,0,0,1,0,0,0,0,0,0.8388364347383859,-1.022367754225607,-0.203029090045042,1.1063685588316154,0.8934972523085839,0.8984399737195917
5,2515,0,0,1,0,0,0,1,0,0,0,0,0,-0.44354217724421924,0.029805730146850177,-0.6609971039717604,-0.310231277853394,-0.2642758789836025,-0.2919394485539528
4,945,0,0,1,0,0,0,1,0,0,0,0,0,-0.9480845819586868,-0.3209187646439689,-1.1189651178984787,-1.0318953455985869,-0.9736157551978295,-1.066403169069271
2,2553,0,0,0,1,0,0,0,0,0,1,0,0,-0.002067573119059946,0.5208200228539989,0.7129069378083949,0.19760639944877925,0.13523738463130708,0.23871161920654305
4,2490,0,0,1,0,0,0,0,0,0,0,1,0,-0.21229357508342164,-0.18062896672763926,-0.6609971039717604,-0.007310558059114696,0.012937405973681452,-0.0194429542985632
1,4413,0,1,0,0,0,0,1,0,0,0,0,0,0.4394070310060991,-3.5475841167195004,1.6288429656618317,0.8390855707778396,0.7793506055614672,0.3534469852088125
5,3499,0,0,1,0,0,0,0,1,0,0,0,0,-0.19127097488698547,0.1700955280631798,-0.203029090045042,-0.03403885686449244,-0.07674924504191,-0.03378487504884656
6,1043,0,0,0,1,0,0,0,0,0,1,0,0,-0.82194898078007,-0.9522228552674422,0.25493892388167644,-0.8447972539609442,-0.729015797882579,-0.9086420408161501
1,1286,0,0,1,0,0,0,1,0,0,0,0,0,-0.44354217724421924,0.3103853259795094,-1.1189651178984787,-0.31914071078851963,-0.28058254280461886,-0.2775975278036688
4,1710,0,0,0,1,0,0,0,1,0,0,0,0,-0.6327455790121446,0.1700955280631798,0.25493892388167644,-0.6309708635179238,-0.5251825001198701,-0.5787778635596258
3,12531,0,0,1,0,0,0,0,0,0,0,1,0,1.9950794455423742,-0.11048406776947446,-1.1189651178984787,1.7656665960309272,1.6517571199858607,1.7589552187366113
5,9337,0,0,0,0,1,0,0,0,1,0,0,0,0.8388364347383859,0.2402404270213446,0.25493892388167644,0.8925421683885951,0.8445772608455341,0.941465735970443
3,6503,0,0,0,1,0,0,0,0,1,0,0,0,0.670655633166897,-0.040339168811309646,-0.6609971039717604,0.8747233025183431,0.7059706183668921,0.8123884492178902
2,3373,0,0,0,0,1,0,1,0,0,0,0,0,0.039977627273812155,0.1700955280631798,1.1708749517351131,0.19760639944877925,0.20861737182588214,0.23871161920654305
2,6405,0,0,1,0,0,0,0,0,0,0,1,0,0.7757686341490774,-0.040339168811309646,-0.6609971039717604,0.8836327354534695,0.8445772608455341,0.8984399737195917
2,1402,0,0,0,1,0,0,1,0,0,0,0,0,-0.6117229788157084,-0.39106366360212874,1.6288429656618317,-0.515148235361288,-0.5007225043883449,-0.5644359428093424
3,9568,0,0,1,0,0,0,0,1,0,0,0,0,0.8808816351312582,-0.7417881583929478,-0.203029090045042,1.0261836624154823,0.9750305714136679,0.941465735970443
3,12756,0,0,0,0,1,0,0,0,1,0,0,0,1.4905370408279066,-2.0043963396398996,1.1708749517351131,1.5429307726527812,1.472383817954677,1.2569879924766834
6,859,0,0,0,0,1,0,0,1,0,0,0,0,-1.0321749827444313,-0.25077386568580406,-0.6609971039717604,-1.2189934372362294,-1.0959157338554544,-1.2241642973223912
5,2451,0,0,1,0,0,0,0,0,0,0,1,0,-0.14922577449411312,-1.1626575521419316,-0.6609971039717604,0.12633093596777245,0.09447072507876544,-0.0194429542985632
6,707,0,0,0,0,1,0,0,0,0,1,0,0,-1.0321749827444313,0.8715445176448179,0.25493892388167644,-1.2546311689767329,-1.1203757295869796,-1.1524546935709723
2,447,0,0,1,0,0,0,0,1,0,0,0,0,-1.137287983726612,0.029805730146850177,-1.1189651178984787,-1.4417292606143755,-1.3079023635286722,-1.4249511878263625
3,8233,0,0,1,0,0,0,0,1,0,0,0,0,0.6496330329704608,-0.6014983604766232,-0.203029090045042,0.8479950037129661,0.8201172651140087,0.7837046077173223
3,2462,0,0,0,0,1,0,0,0,1,0,0,0,-0.19127097488698547,0.9416894166029828,-0.6609971039717604,-0.14095205208600264,0.021090737884189633,0.05226664945285552
2,5137,0,0,0,0,1,0,0,1,0,0,0,0,0.5024748315954076,1.1521241134774722,0.7129069378083949,0.6252591803348201,0.5347506482462167,0.7550207662167555
3,16240,0,0,1,0,0,0,0,1,0,0,0,0,1.6797404425958322,-1.0925126531837668,-0.8899811109351196,1.6587534008094171,1.5620704689702691,1.5008006452315057
3,1807,0,0,0,0,1,0,1,0,0,0,0,0,-0.4855873776370916,0.2402404270213446,0.7129069378083949,-0.3993256072046521,-0.38657585764122815,-0.3779909730556549
4,1151,0,0,0,0,1,1,0,0,0,0,0,0,-0.82194898078007,0.7312547197284883,-0.203029090045042,-0.8982538515716989,-0.802395785077154,-0.8082485955641646
3,4128,0,0,0,1,0,0,0,0,0,1,0,0,0.22918102904173768,-0.5313534615184583,0.7129069378083949,0.5183459851133099,0.42875733340960737,0.42515658896023056
3,7075,0,0,1,0,0,0,0,1,0,0,0,0,0.5445200319882799,-0.5313534615184583,-0.203029090045042,0.7410818084914559,0.6978172864563832,0.6833111624653362
4,2085,0,0,1,0,0,0,1,0,0,0,0,0,-0.5066099778335276,-0.39106366360212874,-0.6609971039717604,-0.3904161742695264,-0.3295025342676694,-0.40667481455622223
5,525,0,0,1,0,0,0,0,0,1,0,0,0,-1.1583105839230483,0.09995062910501498,-1.1189651178984787,-1.4862764252900045,-1.3405156911707057,-1.45363502932693
2,435,0,0,0,0,1,0,0,0,0,1,0,0,-1.0321749827444313,0.8013996186866531,-0.6609971039717604,-1.3080877665874884,-1.16929572105003,-1.209822376572107
1,2177,0,0,1,0,0,0,0,0,1,0,0,0,-0.21229357508342164,0.6611098207703285,-0.203029090045042,-0.10531432034549924,-0.11751590459445234,-0.03378487504884656
3,871,0,0,1,0,0,0,0,1,0,0,0,0,-0.8850167813693783,-0.9522228552674422,-1.1189651178984787,-0.916072717441951,-0.802395785077154,-0.9803516445675688
1,3429,0,0,1,0,0,0,1,0,0,0,0,0,0.18713582864886533,0.45067512389583403,-0.6609971039717604,0.26888186292978605,0.27384402710994904,0.3391050644585285
2,2083,0,0,1,0,0,0,0,0,0,0,1,0,-0.21229357508342164,0.2402404270213446,0.25493892388167644,-0.05185772273474454,-0.019675921668351998,-0.005101033548279199
1,2268,0,0,0,1,0,0,0,0,1,0,0,0,-0.21229357508342164,-1.2328024511000966,1.1708749517351131,-0.042948289799618095,-0.07674924504191,-0.04812679579913056
1,16198,0,0,0,1,0,0,0,0,0,0,0,1,3.403593658703596,0.45067512389583403,0.25493892388167644,2.53187782845175,2.2714103451844956,2.5764447015027807
4,695,0,0,0,1,0,0,0,0,1,0,0,0,-1.0321749827444313,0.2402404270213446,0.25493892388167644,-1.227902870171355,-1.16929572105003,-1.2241642973223912
1,6261,0,0,0,1,0,0,0,1,0,0,0,0,1.0490624367027475,-0.4612085625602935,0.25493892388167644,1.1420062905721182,1.0076438990557013,1.0562011019727124
0,6091,0,1,0,0,0,0,0,0,0,1,0,0,2.646780051631895,1.7834282041009455,0.25493892388167644,2.041859017019828,1.831130422017045,2.303948207247392
3,6449,0,0,0,0,1,0,0,0,1,0,0,0,0.4394070310060991,1.2924139113938018,-0.6609971039717604,0.5361648509835611,0.5265973163357077,0.7263369247161876
1,344,0,0,1,0,0,0,0,0,0,0,0,1,-1.0321749827444313,0.3103853259795094,-1.5769331318251971,-1.2368123031064815,-1.1203757295869796,-1.1954804558218237
4,3093,0,0,1,0,0,1,0,0,0,0,0,0,-0.21229357508342164,0.09995062910501498,-0.203029090045042,-0.042948289799618095,-0.019675921668351998,-0.0194429542985632
1,9224,0,0,0,1,0,0,0,0,0,1,0,0,1.7638308433815764,0.09995062910501498,0.25493892388167644,1.6409345349391657,1.4642304860441688,1.6298779319840584
2,4864,0,0,0,1,0,0,1,0,0,0,0,0,0.3342940300239183,-1.2328024511000966,1.1708749517351131,0.6252591803348201,0.5265973163357077,0.4394985097105146
2,16733,0,0,1,0,0,0,0,0,0,1,0,0,2.541667050649713,2.344587395766254,-0.6609971039717604,1.9349458217983186,1.7088304433594195,2.2609224449965404
4,10850,0,0,1,0,0,0,0,0,1,0,0,0,1.1541754376849285,0.6611098207703285,-0.203029090045042,1.186553455247748,1.0402572266977341,1.2569879924766834
4,3330,0,0,1,0,0,0,0,1,0,0,0,0,-0.1702483746905493,0.5208200228539989,-1.5769331318251971,-0.007310558059114696,0.012937405973681452,0.06660857020313889
1,2596,0,0,0,1,0,1,0,0,0,0,0,0,-0.21229357508342164,-0.9522228552674422,1.1708749517351131,0.046146039551640004,-0.0033692578473349106,-0.09115255804998128
4,16988,0,0,0,0,1,0,1,0,0,0,0,0,1.4695144406314704,-1.5835269458909156,1.6288429656618317,1.5072930409122778,1.399003830760102,1.2713299132269669
5,1838,0,0,1,0,0,0,0,0,1,0,0,0,-0.6327455790121446,-0.8820779563092774,-1.1189651178984787,-0.5418765341666657,-0.4844158405673277,-0.6218036258104771
